Code Prefix,Code,Category,Sex,Age,2006,2011,2016
T28,T28-3,Amount of Bedrooms,,,0,166,15
T28,T28-3,Amount of Bedrooms,,,0,166,15
T28,T28-3,Amount of Bedrooms,,,0,3,6375
T28,T28-3,Amount of Bedrooms,,,0,3,6375
T28,T28-3,Amount of Bedrooms,,,0,3,6375
T28,T28-3,Amount of Bedrooms,,,0,3,6375
T28,T28-3,Amount of Bedrooms,,,0,3,3959
T28,T28-3,Amount of Bedrooms,,,0,3,3959
T28,T28-3,Amount of Bedrooms,,,0,3,3959
T28,T28-3,Amount of Bedrooms,,,0,3,3959
T28,T28-3,Amount of Bedrooms,,,0,3,1351
T28,T28-3,Amount of Bedrooms,,,0,3,1351
T28,T28-3,Amount of Bedrooms,,,0,3,1351
T28,T28-3,Amount of Bedrooms,,,0,3,1351
T28,T28-3,Amount of Bedrooms,,,0,3,691
T28,T28-3,Amount of Bedrooms,,,0,3,691
T28,T28-3,Amount of Bedrooms,,,0,3,691
T28,T28-3,Amount of Bedrooms,,,0,3,691
T28,T28-3,Amount of Bedrooms,,,0,3,169
T28,T28-3,Amount of Bedrooms,,,0,3,169
T28,T28-3,Amount of Bedrooms,,,0,3,169
T28,T28-3,Amount of Bedrooms,,,0,3,169
T28,T28-3,Amount of Bedrooms,,,0,3,46
T28,T28-3,Amount of Bedrooms,,,0,3,46
T28,T28-3,Amount of Bedrooms,,,0,3,46
T28,T28-3,Amount of Bedrooms,,,0,3,46
T28,T28-3,Amount of Bedrooms,,,0,3,138
T28,T28-3,Amount of Bedrooms,,,0,3,138
T28,T28-3,Amount of Bedrooms,,,0,3,138
T28,T28-3,Amount of Bedrooms,,,0,3,138
T28,T28-3,Amount of Bedrooms,,,0,3,0
T28,T28-3,Amount of Bedrooms,,,0,3,0
T28,T28-3,Amount of Bedrooms,,,0,3,0
T28,T28-3,Amount of Bedrooms,,,0,3,0
T28,T28-3,Amount of Bedrooms,,,0,3,0
T28,T28-3,Amount of Bedrooms,,,0,3,0
T28,T28-3,Amount of Bedrooms,,,0,3,0
T28,T28-3,Amount of Bedrooms,,,0,3,0
T28,T28-3,Amount of Bedrooms,,,0,3,3
T28,T28-3,Amount of Bedrooms,,,0,3,3
T28,T28-3,Amount of Bedrooms,,,0,3,3
T28,T28-3,Amount of Bedrooms,,,0,3,3
T28,T28-3,Amount of Bedrooms,,,0,3,3
T28,T28-3,Amount of Bedrooms,,,0,3,3
T28,T28-3,Amount of Bedrooms,,,0,3,3
T28,T28-3,Amount of Bedrooms,,,0,3,3
T28,T28-3,Amount of Bedrooms,,,0,3,15
T28,T28-3,Amount of Bedrooms,,,0,3,15
T28,T28-3,Amount of Bedrooms,,,0,3,15
T28,T28-3,Amount of Bedrooms,,,0,3,15
T28,T28-3,Amount of Bedrooms,,,0,0,6375
T28,T28-3,Amount of Bedrooms,,,0,0,6375
T28,T28-3,Amount of Bedrooms,,,0,0,6375
T28,T28-3,Amount of Bedrooms,,,0,0,6375
T28,T28-3,Amount of Bedrooms,,,0,0,6375
T28,T28-3,Amount of Bedrooms,,,0,0,6375
T28,T28-3,Amount of Bedrooms,,,0,0,3959
T28,T28-3,Amount of Bedrooms,,,0,0,3959
T28,T28-3,Amount of Bedrooms,,,0,0,3959
T28,T28-3,Amount of Bedrooms,,,0,0,3959
T28,T28-3,Amount of Bedrooms,,,0,0,3959
T28,T28-3,Amount of Bedrooms,,,0,0,3959
T28,T28-3,Amount of Bedrooms,,,0,0,1351
T28,T28-3,Amount of Bedrooms,,,0,0,1351
T28,T28-3,Amount of Bedrooms,,,0,0,1351
T28,T28-3,Amount of Bedrooms,,,0,0,1351
T28,T28-3,Amount of Bedrooms,,,0,0,1351
T28,T28-3,Amount of Bedrooms,,,0,0,1351
T28,T28-3,Amount of Bedrooms,,,0,0,691
T28,T28-3,Amount of Bedrooms,,,0,0,691
T28,T28-3,Amount of Bedrooms,,,0,0,691
T28,T28-3,Amount of Bedrooms,,,0,0,691
T28,T28-3,Amount of Bedrooms,,,0,0,691
T28,T28-3,Amount of Bedrooms,,,0,0,691
T28,T28-3,Amount of Bedrooms,,,0,0,169
T28,T28-3,Amount of Bedrooms,,,0,0,169
T28,T28-3,Amount of Bedrooms,,,0,0,169
T28,T28-3,Amount of Bedrooms,,,0,0,169
T28,T28-3,Amount of Bedrooms,,,0,0,169
T28,T28-3,Amount of Bedrooms,,,0,0,169
T28,T28-3,Amount of Bedrooms,,,0,0,46
T28,T28-3,Amount of Bedrooms,,,0,0,46
T28,T28-3,Amount of Bedrooms,,,0,0,46
T28,T28-3,Amount of Bedrooms,,,0,0,46
T28,T28-3,Amount of Bedrooms,,,0,0,46
T28,T28-3,Amount of Bedrooms,,,0,0,46
T28,T28-3,Amount of Bedrooms,,,0,0,138
T28,T28-3,Amount of Bedrooms,,,0,0,138
T28,T28-3,Amount of Bedrooms,,,0,0,138
T28,T28-3,Amount of Bedrooms,,,0,0,138
T28,T28-3,Amount of Bedrooms,,,0,0,138
T28,T28-3,Amount of Bedrooms,,,0,0,138
T28,T28-3,Amount of Bedrooms,,,0,0,0
T28,T28-3,Amount of Bedrooms,,,0,0,0
T28,T28-3,Amount of Bedrooms,,,0,0,0
T28,T28-3,Amount of Bedrooms,,,0,0,0
T28,T28-3,Amount of Bedrooms,,,0,0,0
T28,T28-3,Amount of Bedrooms,,,0,0,0
T28,T28-3,Amount of Bedrooms,,,0,0,0
T28,T28-3,Amount of Bedrooms,,,0,0,0
T28,T28-3,Amount of Bedrooms,,,0,0,0
T28,T28-3,Amount of Bedrooms,,,0,0,0
T28,T28-3,Amount of Bedrooms,,,0,0,0
T28,T28-3,Amount of Bedrooms,,,0,0,0
T28,T28-3,Amount of Bedrooms,,,0,0,3
T28,T28-3,Amount of Bedrooms,,,0,0,3
T28,T28-3,Amount of Bedrooms,,,0,0,3
T28,T28-3,Amount of Bedrooms,,,0,0,3
T28,T28-3,Amount of Bedrooms,,,0,0,3
T28,T28-3,Amount of Bedrooms,,,0,0,3
T28,T28-3,Amount of Bedrooms,,,0,0,3
T28,T28-3,Amount of Bedrooms,,,0,0,3
T28,T28-3,Amount of Bedrooms,,,0,0,3
T28,T28-3,Amount of Bedrooms,,,0,0,3
T28,T28-3,Amount of Bedrooms,,,0,0,3
T28,T28-3,Amount of Bedrooms,,,0,0,3
T28,T28-3,Amount of Bedrooms,,,0,0,15
T28,T28-3,Amount of Bedrooms,,,0,0,15
T28,T28-3,Amount of Bedrooms,,,0,0,15
T28,T28-3,Amount of Bedrooms,,,0,0,15
T28,T28-3,Amount of Bedrooms,,,0,0,15
T28,T28-3,Amount of Bedrooms,,,0,0,15
T28,T28-3,Amount of Bedrooms,,,9,6316,6375
T28,T28-3,Amount of Bedrooms,,,9,6316,6375
T28,T28-3,Amount of Bedrooms,,,9,6316,3959
T28,T28-3,Amount of Bedrooms,,,9,6316,3959
T28,T28-3,Amount of Bedrooms,,,9,6316,1351
T28,T28-3,Amount of Bedrooms,,,9,6316,1351
T28,T28-3,Amount of Bedrooms,,,9,6316,691
T28,T28-3,Amount of Bedrooms,,,9,6316,691
T28,T28-3,Amount of Bedrooms,,,9,6316,169
T28,T28-3,Amount of Bedrooms,,,9,6316,169
T28,T28-3,Amount of Bedrooms,,,9,6316,46
T28,T28-3,Amount of Bedrooms,,,9,6316,46
T28,T28-3,Amount of Bedrooms,,,9,6316,138
T28,T28-3,Amount of Bedrooms,,,9,6316,138
T28,T28-3,Amount of Bedrooms,,,9,6316,0
T28,T28-3,Amount of Bedrooms,,,9,6316,0
T28,T28-3,Amount of Bedrooms,,,9,6316,0
T28,T28-3,Amount of Bedrooms,,,9,6316,0
T28,T28-3,Amount of Bedrooms,,,9,6316,3
T28,T28-3,Amount of Bedrooms,,,9,6316,3
T28,T28-3,Amount of Bedrooms,,,9,6316,3
T28,T28-3,Amount of Bedrooms,,,9,6316,3
T28,T28-3,Amount of Bedrooms,,,9,6316,15
T28,T28-3,Amount of Bedrooms,,,9,6316,15
T28,T28-3,Amount of Bedrooms,,,9,3892,6375
T28,T28-3,Amount of Bedrooms,,,9,3892,6375
T28,T28-3,Amount of Bedrooms,,,9,3892,3959
T28,T28-3,Amount of Bedrooms,,,9,3892,3959
T28,T28-3,Amount of Bedrooms,,,9,3892,1351
T28,T28-3,Amount of Bedrooms,,,9,3892,1351
T28,T28-3,Amount of Bedrooms,,,9,3892,691
T28,T28-3,Amount of Bedrooms,,,9,3892,691
T28,T28-3,Amount of Bedrooms,,,9,3892,169
T28,T28-3,Amount of Bedrooms,,,9,3892,169
T28,T28-3,Amount of Bedrooms,,,9,3892,46
T28,T28-3,Amount of Bedrooms,,,9,3892,46
T28,T28-3,Amount of Bedrooms,,,9,3892,138
T28,T28-3,Amount of Bedrooms,,,9,3892,138
T28,T28-3,Amount of Bedrooms,,,9,3892,0
T28,T28-3,Amount of Bedrooms,,,9,3892,0
T28,T28-3,Amount of Bedrooms,,,9,3892,0
T28,T28-3,Amount of Bedrooms,,,9,3892,0
T28,T28-3,Amount of Bedrooms,,,9,3892,3
T28,T28-3,Amount of Bedrooms,,,9,3892,3
T28,T28-3,Amount of Bedrooms,,,9,3892,3
T28,T28-3,Amount of Bedrooms,,,9,3892,3
T28,T28-3,Amount of Bedrooms,,,9,3892,15
T28,T28-3,Amount of Bedrooms,,,9,3892,15
T28,T28-3,Amount of Bedrooms,,,9,1290,6375
T28,T28-3,Amount of Bedrooms,,,9,1290,6375
T28,T28-3,Amount of Bedrooms,,,9,1290,3959
T28,T28-3,Amount of Bedrooms,,,9,1290,3959
T28,T28-3,Amount of Bedrooms,,,9,1290,1351
T28,T28-3,Amount of Bedrooms,,,9,1290,1351
T28,T28-3,Amount of Bedrooms,,,9,1290,691
T28,T28-3,Amount of Bedrooms,,,9,1290,691
T28,T28-3,Amount of Bedrooms,,,9,1290,169
T28,T28-3,Amount of Bedrooms,,,9,1290,169
T28,T28-3,Amount of Bedrooms,,,9,1290,46
T28,T28-3,Amount of Bedrooms,,,9,1290,46
T28,T28-3,Amount of Bedrooms,,,9,1290,138
T28,T28-3,Amount of Bedrooms,,,9,1290,138
T28,T28-3,Amount of Bedrooms,,,9,1290,0
T28,T28-3,Amount of Bedrooms,,,9,1290,0
T28,T28-3,Amount of Bedrooms,,,9,1290,0
T28,T28-3,Amount of Bedrooms,,,9,1290,0
T28,T28-3,Amount of Bedrooms,,,9,1290,3
T28,T28-3,Amount of Bedrooms,,,9,1290,3
T28,T28-3,Amount of Bedrooms,,,9,1290,3
T28,T28-3,Amount of Bedrooms,,,9,1290,3
T28,T28-3,Amount of Bedrooms,,,9,1290,15
T28,T28-3,Amount of Bedrooms,,,9,1290,15
T28,T28-3,Amount of Bedrooms,,,9,499,6375
T28,T28-3,Amount of Bedrooms,,,9,499,6375
T28,T28-3,Amount of Bedrooms,,,9,499,3959
T28,T28-3,Amount of Bedrooms,,,9,499,3959
T28,T28-3,Amount of Bedrooms,,,9,499,1351
T28,T28-3,Amount of Bedrooms,,,9,499,1351
T28,T28-3,Amount of Bedrooms,,,9,499,691
T28,T28-3,Amount of Bedrooms,,,9,499,691
T28,T28-3,Amount of Bedrooms,,,9,499,169
T28,T28-3,Amount of Bedrooms,,,9,499,169
T28,T28-3,Amount of Bedrooms,,,9,499,46
T28,T28-3,Amount of Bedrooms,,,9,499,46
T28,T28-3,Amount of Bedrooms,,,9,499,138
T28,T28-3,Amount of Bedrooms,,,9,499,138
T28,T28-3,Amount of Bedrooms,,,9,499,0
T28,T28-3,Amount of Bedrooms,,,9,499,0
T28,T28-3,Amount of Bedrooms,,,9,499,0
T28,T28-3,Amount of Bedrooms,,,9,499,0
T28,T28-3,Amount of Bedrooms,,,9,499,3
T28,T28-3,Amount of Bedrooms,,,9,499,3
T28,T28-3,Amount of Bedrooms,,,9,499,3
T28,T28-3,Amount of Bedrooms,,,9,499,3
T28,T28-3,Amount of Bedrooms,,,9,499,15
T28,T28-3,Amount of Bedrooms,,,9,499,15
T28,T28-3,Amount of Bedrooms,,,9,400,6375
T28,T28-3,Amount of Bedrooms,,,9,400,6375
T28,T28-3,Amount of Bedrooms,,,9,400,3959
T28,T28-3,Amount of Bedrooms,,,9,400,3959
T28,T28-3,Amount of Bedrooms,,,9,400,1351
T28,T28-3,Amount of Bedrooms,,,9,400,1351
T28,T28-3,Amount of Bedrooms,,,9,400,691
T28,T28-3,Amount of Bedrooms,,,9,400,691
T28,T28-3,Amount of Bedrooms,,,9,400,169
T28,T28-3,Amount of Bedrooms,,,9,400,169
T28,T28-3,Amount of Bedrooms,,,9,400,46
T28,T28-3,Amount of Bedrooms,,,9,400,46
T28,T28-3,Amount of Bedrooms,,,9,400,138
T28,T28-3,Amount of Bedrooms,,,9,400,138
T28,T28-3,Amount of Bedrooms,,,9,400,0
T28,T28-3,Amount of Bedrooms,,,9,400,0
T28,T28-3,Amount of Bedrooms,,,9,400,0
T28,T28-3,Amount of Bedrooms,,,9,400,0
T28,T28-3,Amount of Bedrooms,,,9,400,3
T28,T28-3,Amount of Bedrooms,,,9,400,3
T28,T28-3,Amount of Bedrooms,,,9,400,3
T28,T28-3,Amount of Bedrooms,,,9,400,3
T28,T28-3,Amount of Bedrooms,,,9,400,15
T28,T28-3,Amount of Bedrooms,,,9,400,15
T28,T28-3,Amount of Bedrooms,,,9,60,6375
T28,T28-3,Amount of Bedrooms,,,9,60,6375
T28,T28-3,Amount of Bedrooms,,,9,60,3959
T28,T28-3,Amount of Bedrooms,,,9,60,3959
T28,T28-3,Amount of Bedrooms,,,9,60,1351
T28,T28-3,Amount of Bedrooms,,,9,60,1351
T28,T28-3,Amount of Bedrooms,,,9,60,691
T28,T28-3,Amount of Bedrooms,,,9,60,691
T28,T28-3,Amount of Bedrooms,,,9,60,169
T28,T28-3,Amount of Bedrooms,,,9,60,169
T28,T28-3,Amount of Bedrooms,,,9,60,46
T28,T28-3,Amount of Bedrooms,,,9,60,46
T28,T28-3,Amount of Bedrooms,,,9,60,138
T28,T28-3,Amount of Bedrooms,,,9,60,138
T28,T28-3,Amount of Bedrooms,,,9,60,0
T28,T28-3,Amount of Bedrooms,,,9,60,0
T28,T28-3,Amount of Bedrooms,,,9,60,0
T28,T28-3,Amount of Bedrooms,,,9,60,0
T28,T28-3,Amount of Bedrooms,,,9,60,3
T28,T28-3,Amount of Bedrooms,,,9,60,3
T28,T28-3,Amount of Bedrooms,,,9,60,3
T28,T28-3,Amount of Bedrooms,,,9,60,3
T28,T28-3,Amount of Bedrooms,,,9,60,15
T28,T28-3,Amount of Bedrooms,,,9,60,15
T28,T28-3,Amount of Bedrooms,,,9,166,6375
T28,T28-3,Amount of Bedrooms,,,9,166,6375
T28,T28-3,Amount of Bedrooms,,,9,166,3959
T28,T28-3,Amount of Bedrooms,,,9,166,3959
T28,T28-3,Amount of Bedrooms,,,9,166,1351
T28,T28-3,Amount of Bedrooms,,,9,166,1351
T28,T28-3,Amount of Bedrooms,,,9,166,691
T28,T28-3,Amount of Bedrooms,,,9,166,691
T28,T28-3,Amount of Bedrooms,,,9,166,169
T28,T28-3,Amount of Bedrooms,,,9,166,169
T28,T28-3,Amount of Bedrooms,,,9,166,46
T28,T28-3,Amount of Bedrooms,,,9,166,46
T28,T28-3,Amount of Bedrooms,,,9,166,138
T28,T28-3,Amount of Bedrooms,,,9,166,138
T28,T28-3,Amount of Bedrooms,,,9,166,0
T28,T28-3,Amount of Bedrooms,,,9,166,0
T28,T28-3,Amount of Bedrooms,,,9,166,0
T28,T28-3,Amount of Bedrooms,,,9,166,0
T28,T28-3,Amount of Bedrooms,,,9,166,3
T28,T28-3,Amount of Bedrooms,,,9,166,3
T28,T28-3,Amount of Bedrooms,,,9,166,3
T28,T28-3,Amount of Bedrooms,,,9,166,3
T28,T28-3,Amount of Bedrooms,,,9,166,15
T28,T28-3,Amount of Bedrooms,,,9,166,15
T28,T28-3,Amount of Bedrooms,,,9,3,6375
T28,T28-3,Amount of Bedrooms,,,9,3,6375
T28,T28-3,Amount of Bedrooms,,,9,3,6375
T28,T28-3,Amount of Bedrooms,,,9,3,6375
T28,T28-3,Amount of Bedrooms,,,9,3,3959
T28,T28-3,Amount of Bedrooms,,,9,3,3959
T28,T28-3,Amount of Bedrooms,,,9,3,3959
T28,T28-3,Amount of Bedrooms,,,9,3,3959
T28,T28-3,Amount of Bedrooms,,,9,3,1351
T28,T28-3,Amount of Bedrooms,,,9,3,1351
T28,T28-3,Amount of Bedrooms,,,9,3,1351
T28,T28-3,Amount of Bedrooms,,,9,3,1351
T28,T28-3,Amount of Bedrooms,,,9,3,691
T28,T28-3,Amount of Bedrooms,,,9,3,691
T28,T28-3,Amount of Bedrooms,,,9,3,691
T28,T28-3,Amount of Bedrooms,,,9,3,691
T28,T28-3,Amount of Bedrooms,,,9,3,169
T28,T28-3,Amount of Bedrooms,,,9,3,169
T28,T28-3,Amount of Bedrooms,,,9,3,169
T28,T28-3,Amount of Bedrooms,,,9,3,169
T28,T28-3,Amount of Bedrooms,,,9,3,46
T28,T28-3,Amount of Bedrooms,,,9,3,46
T28,T28-3,Amount of Bedrooms,,,9,3,46
T28,T28-3,Amount of Bedrooms,,,9,3,46
T28,T28-3,Amount of Bedrooms,,,9,3,138
T28,T28-3,Amount of Bedrooms,,,9,3,138
T28,T28-3,Amount of Bedrooms,,,9,3,138
T28,T28-3,Amount of Bedrooms,,,9,3,138
T28,T28-3,Amount of Bedrooms,,,9,3,0
T28,T28-3,Amount of Bedrooms,,,9,3,0
T28,T28-3,Amount of Bedrooms,,,9,3,0
T28,T28-3,Amount of Bedrooms,,,9,3,0
T28,T28-3,Amount of Bedrooms,,,9,3,0
T28,T28-3,Amount of Bedrooms,,,9,3,0
T28,T28-3,Amount of Bedrooms,,,9,3,0
T28,T28-3,Amount of Bedrooms,,,9,3,0
T28,T28-3,Amount of Bedrooms,,,9,3,3
T28,T28-3,Amount of Bedrooms,,,9,3,3
T28,T28-3,Amount of Bedrooms,,,9,3,3
T28,T28-3,Amount of Bedrooms,,,9,3,3
T28,T28-3,Amount of Bedrooms,,,9,3,3
T28,T28-3,Amount of Bedrooms,,,9,3,3
T28,T28-3,Amount of Bedrooms,,,9,3,3
T28,T28-3,Amount of Bedrooms,,,9,3,3
T28,T28-3,Amount of Bedrooms,,,9,3,15
T28,T28-3,Amount of Bedrooms,,,9,3,15
T28,T28-3,Amount of Bedrooms,,,9,3,15
T28,T28-3,Amount of Bedrooms,,,9,3,15
T28,T28-3,Amount of Bedrooms,,,9,0,6375
T28,T28-3,Amount of Bedrooms,,,9,0,6375
T28,T28-3,Amount of Bedrooms,,,9,0,6375
T28,T28-3,Amount of Bedrooms,,,9,0,6375
T28,T28-3,Amount of Bedrooms,,,9,0,6375
T28,T28-3,Amount of Bedrooms,,,9,0,6375
T28,T28-3,Amount of Bedrooms,,,9,0,3959
T28,T28-3,Amount of Bedrooms,,,9,0,3959
T28,T28-3,Amount of Bedrooms,,,9,0,3959
T28,T28-3,Amount of Bedrooms,,,9,0,3959
T28,T28-3,Amount of Bedrooms,,,9,0,3959
T28,T28-3,Amount of Bedrooms,,,9,0,3959
T28,T28-3,Amount of Bedrooms,,,9,0,1351
T28,T28-3,Amount of Bedrooms,,,9,0,1351
T28,T28-3,Amount of Bedrooms,,,9,0,1351
T28,T28-3,Amount of Bedrooms,,,9,0,1351
T28,T28-3,Amount of Bedrooms,,,9,0,1351
T28,T28-3,Amount of Bedrooms,,,9,0,1351
T28,T28-3,Amount of Bedrooms,,,9,0,691
T28,T28-3,Amount of Bedrooms,,,9,0,691
T28,T28-3,Amount of Bedrooms,,,9,0,691
T28,T28-3,Amount of Bedrooms,,,9,0,691
T28,T28-3,Amount of Bedrooms,,,9,0,691
T28,T28-3,Amount of Bedrooms,,,9,0,691
T28,T28-3,Amount of Bedrooms,,,9,0,169
T28,T28-3,Amount of Bedrooms,,,9,0,169
T28,T28-3,Amount of Bedrooms,,,9,0,169
T28,T28-3,Amount of Bedrooms,,,9,0,169
T28,T28-3,Amount of Bedrooms,,,9,0,169
T28,T28-3,Amount of Bedrooms,,,9,0,169
T28,T28-3,Amount of Bedrooms,,,9,0,46
T28,T28-3,Amount of Bedrooms,,,9,0,46
T28,T28-3,Amount of Bedrooms,,,9,0,46
T28,T28-3,Amount of Bedrooms,,,9,0,46
T28,T28-3,Amount of Bedrooms,,,9,0,46
T28,T28-3,Amount of Bedrooms,,,9,0,46
T28,T28-3,Amount of Bedrooms,,,9,0,138
T28,T28-3,Amount of Bedrooms,,,9,0,138
T28,T28-3,Amount of Bedrooms,,,9,0,138
T28,T28-3,Amount of Bedrooms,,,9,0,138
T28,T28-3,Amount of Bedrooms,,,9,0,138
T28,T28-3,Amount of Bedrooms,,,9,0,138
T28,T28-3,Amount of Bedrooms,,,9,0,0
T28,T28-3,Amount of Bedrooms,,,9,0,0
T28,T28-3,Amount of Bedrooms,,,9,0,0
T28,T28-3,Amount of Bedrooms,,,9,0,0
T28,T28-3,Amount of Bedrooms,,,9,0,0
T28,T28-3,Amount of Bedrooms,,,9,0,0
T28,T28-3,Amount of Bedrooms,,,9,0,0
T28,T28-3,Amount of Bedrooms,,,9,0,0
T28,T28-3,Amount of Bedrooms,,,9,0,0
T28,T28-3,Amount of Bedrooms,,,9,0,0
T28,T28-3,Amount of Bedrooms,,,9,0,0
T28,T28-3,Amount of Bedrooms,,,9,0,0
T28,T28-3,Amount of Bedrooms,,,9,0,3
T28,T28-3,Amount of Bedrooms,,,9,0,3
T28,T28-3,Amount of Bedrooms,,,9,0,3
T28,T28-3,Amount of Bedrooms,,,9,0,3
T28,T28-3,Amount of Bedrooms,,,9,0,3
T28,T28-3,Amount of Bedrooms,,,9,0,3
T28,T28-3,Amount of Bedrooms,,,9,0,3
T28,T28-3,Amount of Bedrooms,,,9,0,3
T28,T28-3,Amount of Bedrooms,,,9,0,3
T28,T28-3,Amount of Bedrooms,,,9,0,3
T28,T28-3,Amount of Bedrooms,,,9,0,3
T28,T28-3,Amount of Bedrooms,,,9,0,3
T28,T28-3,Amount of Bedrooms,,,9,0,15
T28,T28-3,Amount of Bedrooms,,,9,0,15
T28,T28-3,Amount of Bedrooms,,,9,0,15
T28,T28-3,Amount of Bedrooms,,,9,0,15
T28,T28-3,Amount of Bedrooms,,,9,0,15
T28,T28-3,Amount of Bedrooms,,,9,0,15
T28,T28-4,Amount of Bedrooms,,,1237,1631,1913
T28,T28-4,Amount of Bedrooms,,,1237,1631,1578
T28,T28-4,Amount of Bedrooms,,,1237,1631,108
T28,T28-4,Amount of Bedrooms,,,1237,1631,124
T28,T28-4,Amount of Bedrooms,,,1237,1631,59
T28,T28-4,Amount of Bedrooms,,,1237,1631,0
T28,T28-4,Amount of Bedrooms,,,1237,1631,0
T28,T28-4,Amount of Bedrooms,,,1237,1631,0
T28,T28-4,Amount of Bedrooms,,,1237,1631,0
T28,T28-4,Amount of Bedrooms,,,1237,1631,21
T28,T28-4,Amount of Bedrooms,,,1237,1631,3
T28,T28-4,Amount of Bedrooms,,,1237,1631,15
T28,T28-4,Amount of Bedrooms,,,1237,1363,1913
T28,T28-4,Amount of Bedrooms,,,1237,1363,1578
T28,T28-4,Amount of Bedrooms,,,1237,1363,108
T28,T28-4,Amount of Bedrooms,,,1237,1363,124
T28,T28-4,Amount of Bedrooms,,,1237,1363,59
T28,T28-4,Amount of Bedrooms,,,1237,1363,0
T28,T28-4,Amount of Bedrooms,,,1237,1363,0
T28,T28-4,Amount of Bedrooms,,,1237,1363,0
T28,T28-4,Amount of Bedrooms,,,1237,1363,0
T28,T28-4,Amount of Bedrooms,,,1237,1363,21
T28,T28-4,Amount of Bedrooms,,,1237,1363,3
T28,T28-4,Amount of Bedrooms,,,1237,1363,15
T28,T28-4,Amount of Bedrooms,,,1237,108,1913
T28,T28-4,Amount of Bedrooms,,,1237,108,1578
T28,T28-4,Amount of Bedrooms,,,1237,108,108
T28,T28-4,Amount of Bedrooms,,,1237,108,124
T28,T28-4,Amount of Bedrooms,,,1237,108,59
T28,T28-4,Amount of Bedrooms,,,1237,108,0
T28,T28-4,Amount of Bedrooms,,,1237,108,0
T28,T28-4,Amount of Bedrooms,,,1237,108,0
T28,T28-4,Amount of Bedrooms,,,1237,108,0
T28,T28-4,Amount of Bedrooms,,,1237,108,21
T28,T28-4,Amount of Bedrooms,,,1237,108,3
T28,T28-4,Amount of Bedrooms,,,1237,108,15
T28,T28-4,Amount of Bedrooms,,,1237,101,1913
T28,T28-4,Amount of Bedrooms,,,1237,101,1578
T28,T28-4,Amount of Bedrooms,,,1237,101,108
T28,T28-4,Amount of Bedrooms,,,1237,101,124
T28,T28-4,Amount of Bedrooms,,,1237,101,59
T28,T28-4,Amount of Bedrooms,,,1237,101,0
T28,T28-4,Amount of Bedrooms,,,1237,101,0
T28,T28-4,Amount of Bedrooms,,,1237,101,0
T28,T28-4,Amount of Bedrooms,,,1237,101,0
T28,T28-4,Amount of Bedrooms,,,1237,101,21
T28,T28-4,Amount of Bedrooms,,,1237,101,3
T28,T28-4,Amount of Bedrooms,,,1237,101,15
T28,T28-4,Amount of Bedrooms,,,1237,43,1913
T28,T28-4,Amount of Bedrooms,,,1237,43,1578
T28,T28-4,Amount of Bedrooms,,,1237,43,108
T28,T28-4,Amount of Bedrooms,,,1237,43,124
T28,T28-4,Amount of Bedrooms,,,1237,43,59
T28,T28-4,Amount of Bedrooms,,,1237,43,0
T28,T28-4,Amount of Bedrooms,,,1237,43,0
T28,T28-4,Amount of Bedrooms,,,1237,43,0
T28,T28-4,Amount of Bedrooms,,,1237,43,0
T28,T28-4,Amount of Bedrooms,,,1237,43,21
T28,T28-4,Amount of Bedrooms,,,1237,43,3
T28,T28-4,Amount of Bedrooms,,,1237,43,15
T28,T28-4,Amount of Bedrooms,,,1237,3,1913
T28,T28-4,Amount of Bedrooms,,,1237,3,1578
T28,T28-4,Amount of Bedrooms,,,1237,3,108
T28,T28-4,Amount of Bedrooms,,,1237,3,124
T28,T28-4,Amount of Bedrooms,,,1237,3,59
T28,T28-4,Amount of Bedrooms,,,1237,3,0
T28,T28-4,Amount of Bedrooms,,,1237,3,0
T28,T28-4,Amount of Bedrooms,,,1237,3,0
T28,T28-4,Amount of Bedrooms,,,1237,3,0
T28,T28-4,Amount of Bedrooms,,,1237,3,21
T28,T28-4,Amount of Bedrooms,,,1237,3,3
T28,T28-4,Amount of Bedrooms,,,1237,3,15
T28,T28-4,Amount of Bedrooms,,,1237,16,1913
T28,T28-4,Amount of Bedrooms,,,1237,16,1578
T28,T28-4,Amount of Bedrooms,,,1237,16,108
T28,T28-4,Amount of Bedrooms,,,1237,16,124
T28,T28-4,Amount of Bedrooms,,,1237,16,59
T28,T28-4,Amount of Bedrooms,,,1237,16,0
T28,T28-4,Amount of Bedrooms,,,1237,16,0
T28,T28-4,Amount of Bedrooms,,,1237,16,0
T28,T28-4,Amount of Bedrooms,,,1237,16,0
T28,T28-4,Amount of Bedrooms,,,1237,16,21
T28,T28-4,Amount of Bedrooms,,,1237,16,3
T28,T28-4,Amount of Bedrooms,,,1237,16,15
T28,T28-4,Amount of Bedrooms,,,1237,0,1913
T28,T28-4,Amount of Bedrooms,,,1237,0,1913
T28,T28-4,Amount of Bedrooms,,,1237,0,1913
T28,T28-4,Amount of Bedrooms,,,1237,0,1913
T28,T28-4,Amount of Bedrooms,,,1237,0,1913
T28,T28-4,Amount of Bedrooms,,,1237,0,1578
T28,T28-4,Amount of Bedrooms,,,1237,0,1578
T28,T28-4,Amount of Bedrooms,,,1237,0,1578
T28,T28-4,Amount of Bedrooms,,,1237,0,1578
T28,T28-4,Amount of Bedrooms,,,1237,0,1578
T28,T28-4,Amount of Bedrooms,,,1237,0,108
