Code Prefix,Code,Category,Sex,Age,2006,2011,2016
T23,T23-7,Size of Household,,,0,4,0
T23,T23-7,Size of Household,,,0,5,32
T23,T23-7,Size of Household,,,0,5,32
T23,T23-7,Size of Household,,,0,5,32
T23,T23-7,Size of Household,,,0,5,32
T23,T23-7,Size of Household,,,0,5,32
T23,T23-7,Size of Household,,,0,5,32
T23,T23-7,Size of Household,,,0,5,32
T23,T23-7,Size of Household,,,0,5,10
T23,T23-7,Size of Household,,,0,5,10
T23,T23-7,Size of Household,,,0,5,10
T23,T23-7,Size of Household,,,0,5,10
T23,T23-7,Size of Household,,,0,5,10
T23,T23-7,Size of Household,,,0,5,10
T23,T23-7,Size of Household,,,0,5,10
T23,T23-7,Size of Household,,,0,5,13
T23,T23-7,Size of Household,,,0,5,13
T23,T23-7,Size of Household,,,0,5,13
T23,T23-7,Size of Household,,,0,5,13
T23,T23-7,Size of Household,,,0,5,13
T23,T23-7,Size of Household,,,0,5,13
T23,T23-7,Size of Household,,,0,5,13
T23,T23-7,Size of Household,,,0,5,4
T23,T23-7,Size of Household,,,0,5,4
T23,T23-7,Size of Household,,,0,5,4
T23,T23-7,Size of Household,,,0,5,4
T23,T23-7,Size of Household,,,0,5,4
T23,T23-7,Size of Household,,,0,5,4
T23,T23-7,Size of Household,,,0,5,4
T23,T23-7,Size of Household,,,0,5,4
T23,T23-7,Size of Household,,,0,5,4
T23,T23-7,Size of Household,,,0,5,4
T23,T23-7,Size of Household,,,0,5,4
T23,T23-7,Size of Household,,,0,5,4
T23,T23-7,Size of Household,,,0,5,4
T23,T23-7,Size of Household,,,0,5,4
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-7,Size of Household,,,0,5,0
T23,T23-8,Size of Household,,,5,11,25
T23,T23-8,Size of Household,,,5,11,12
T23,T23-8,Size of Household,,,5,11,3
T23,T23-8,Size of Household,,,5,11,3
T23,T23-8,Size of Household,,,5,11,5
T23,T23-8,Size of Household,,,5,11,0
T23,T23-8,Size of Household,,,5,11,0
T23,T23-8,Size of Household,,,5,11,0
T23,T23-8,Size of Household,,,5,11,0
T23,T23-8,Size of Household,,,5,4,25
T23,T23-8,Size of Household,,,5,4,12
T23,T23-8,Size of Household,,,5,4,3
T23,T23-8,Size of Household,,,5,4,3
T23,T23-8,Size of Household,,,5,4,5
T23,T23-8,Size of Household,,,5,4,0
T23,T23-8,Size of Household,,,5,4,0
T23,T23-8,Size of Household,,,5,4,0
T23,T23-8,Size of Household,,,5,4,0
T23,T23-8,Size of Household,,,5,0,25
T23,T23-8,Size of Household,,,5,0,25
T23,T23-8,Size of Household,,,5,0,25
T23,T23-8,Size of Household,,,5,0,25
T23,T23-8,Size of Household,,,5,0,25
T23,T23-8,Size of Household,,,5,0,25
T23,T23-8,Size of Household,,,5,0,25
T23,T23-8,Size of Household,,,5,0,12
T23,T23-8,Size of Household,,,5,0,12
T23,T23-8,Size of Household,,,5,0,12
T23,T23-8,Size of Household,,,5,0,12
T23,T23-8,Size of Household,,,5,0,12
T23,T23-8,Size of Household,,,5,0,12
T23,T23-8,Size of Household,,,5,0,12
T23,T23-8,Size of Household,,,5,0,3
T23,T23-8,Size of Household,,,5,0,3
T23,T23-8,Size of Household,,,5,0,3
T23,T23-8,Size of Household,,,5,0,3
T23,T23-8,Size of Household,,,5,0,3
T23,T23-8,Size of Household,,,5,0,3
T23,T23-8,Size of Household,,,5,0,3
T23,T23-8,Size of Household,,,5,0,3
T23,T23-8,Size of Household,,,5,0,3
T23,T23-8,Size of Household,,,5,0,3
T23,T23-8,Size of Household,,,5,0,3
T23,T23-8,Size of Household,,,5,0,3
T23,T23-8,Size of Household,,,5,0,3
T23,T23-8,Size of Household,,,5,0,3
T23,T23-8,Size of Household,,,5,0,5
T23,T23-8,Size of Household,,,5,0,5
T23,T23-8,Size of Household,,,5,0,5
T23,T23-8,Size of Household,,,5,0,5
T23,T23-8,Size of Household,,,5,0,5
T23,T23-8,Size of Household,,,5,0,5
T23,T23-8,Size of Household,,,5,0,5
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,5,0,0
T23,T23-8,Size of Household,,,3,11,25
T23,T23-8,Size of Household,,,3,11,12
T23,T23-8,Size of Household,,,3,11,3
T23,T23-8,Size of Household,,,3,11,3
T23,T23-8,Size of Household,,,3,11,5
T23,T23-8,Size of Household,,,3,11,0
T23,T23-8,Size of Household,,,3,11,0
T23,T23-8,Size of Household,,,3,11,0
T23,T23-8,Size of Household,,,3,11,0
T23,T23-8,Size of Household,,,3,4,25
T23,T23-8,Size of Household,,,3,4,12
T23,T23-8,Size of Household,,,3,4,3
T23,T23-8,Size of Household,,,3,4,3
T23,T23-8,Size of Household,,,3,4,5
T23,T23-8,Size of Household,,,3,4,0
T23,T23-8,Size of Household,,,3,4,0
T23,T23-8,Size of Household,,,3,4,0
T23,T23-8,Size of Household,,,3,4,0
T23,T23-8,Size of Household,,,3,0,25
T23,T23-8,Size of Household,,,3,0,25
T23,T23-8,Size of Household,,,3,0,25
T23,T23-8,Size of Household,,,3,0,25
T23,T23-8,Size of Household,,,3,0,25
T23,T23-8,Size of Household,,,3,0,25
T23,T23-8,Size of Household,,,3,0,25
T23,T23-8,Size of Household,,,3,0,12
T23,T23-8,Size of Household,,,3,0,12
T23,T23-8,Size of Household,,,3,0,12
T23,T23-8,Size of Household,,,3,0,12
T23,T23-8,Size of Household,,,3,0,12
T23,T23-8,Size of Household,,,3,0,12
T23,T23-8,Size of Household,,,3,0,12
T23,T23-8,Size of Household,,,3,0,3
T23,T23-8,Size of Household,,,3,0,3
T23,T23-8,Size of Household,,,3,0,3
T23,T23-8,Size of Household,,,3,0,3
T23,T23-8,Size of Household,,,3,0,3
T23,T23-8,Size of Household,,,3,0,3
T23,T23-8,Size of Household,,,3,0,3
T23,T23-8,Size of Household,,,3,0,3
T23,T23-8,Size of Household,,,3,0,3
T23,T23-8,Size of Household,,,3,0,3
T23,T23-8,Size of Household,,,3,0,3
T23,T23-8,Size of Household,,,3,0,3
T23,T23-8,Size of Household,,,3,0,3
T23,T23-8,Size of Household,,,3,0,3
T23,T23-8,Size of Household,,,3,0,5
T23,T23-8,Size of Household,,,3,0,5
T23,T23-8,Size of Household,,,3,0,5
T23,T23-8,Size of Household,,,3,0,5
T23,T23-8,Size of Household,,,3,0,5
T23,T23-8,Size of Household,,,3,0,5
T23,T23-8,Size of Household,,,3,0,5
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,3,0,0
T23,T23-8,Size of Household,,,0,11,25
T23,T23-8,Size of Household,,,0,11,25
T23,T23-8,Size of Household,,,0,11,25
T23,T23-8,Size of Household,,,0,11,25
T23,T23-8,Size of Household,,,0,11,25
T23,T23-8,Size of Household,,,0,11,25
T23,T23-8,Size of Household,,,0,11,25
T23,T23-8,Size of Household,,,0,11,12
T23,T23-8,Size of Household,,,0,11,12
T23,T23-8,Size of Household,,,0,11,12
T23,T23-8,Size of Household,,,0,11,12
T23,T23-8,Size of Household,,,0,11,12
T23,T23-8,Size of Household,,,0,11,12
T23,T23-8,Size of Household,,,0,11,12
T23,T23-8,Size of Household,,,0,11,3
T23,T23-8,Size of Household,,,0,11,3
T23,T23-8,Size of Household,,,0,11,3
T23,T23-8,Size of Household,,,0,11,3
T23,T23-8,Size of Household,,,0,11,3
T23,T23-8,Size of Household,,,0,11,3
T23,T23-8,Size of Household,,,0,11,3
T23,T23-8,Size of Household,,,0,11,3
T23,T23-8,Size of Household,,,0,11,3
T23,T23-8,Size of Household,,,0,11,3
T23,T23-8,Size of Household,,,0,11,3
T23,T23-8,Size of Household,,,0,11,3
T23,T23-8,Size of Household,,,0,11,3
T23,T23-8,Size of Household,,,0,11,3
T23,T23-8,Size of Household,,,0,11,5
T23,T23-8,Size of Household,,,0,11,5
T23,T23-8,Size of Household,,,0,11,5
T23,T23-8,Size of Household,,,0,11,5
T23,T23-8,Size of Household,,,0,11,5
T23,T23-8,Size of Household,,,0,11,5
T23,T23-8,Size of Household,,,0,11,5
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,11,0
T23,T23-8,Size of Household,,,0,4,25
T23,T23-8,Size of Household,,,0,4,25
T23,T23-8,Size of Household,,,0,4,25
T23,T23-8,Size of Household,,,0,4,25
T23,T23-8,Size of Household,,,0,4,25
T23,T23-8,Size of Household,,,0,4,25
T23,T23-8,Size of Household,,,0,4,25
T23,T23-8,Size of Household,,,0,4,12
T23,T23-8,Size of Household,,,0,4,12
T23,T23-8,Size of Household,,,0,4,12
T23,T23-8,Size of Household,,,0,4,12
T23,T23-8,Size of Household,,,0,4,12
T23,T23-8,Size of Household,,,0,4,12
T23,T23-8,Size of Household,,,0,4,12
T23,T23-8,Size of Household,,,0,4,3
T23,T23-8,Size of Household,,,0,4,3
T23,T23-8,Size of Household,,,0,4,3
T23,T23-8,Size of Household,,,0,4,3
T23,T23-8,Size of Household,,,0,4,3
T23,T23-8,Size of Household,,,0,4,3
T23,T23-8,Size of Household,,,0,4,3
T23,T23-8,Size of Household,,,0,4,3
T23,T23-8,Size of Household,,,0,4,3
T23,T23-8,Size of Household,,,0,4,3
T23,T23-8,Size of Household,,,0,4,3
T23,T23-8,Size of Household,,,0,4,3
T23,T23-8,Size of Household,,,0,4,3
T23,T23-8,Size of Household,,,0,4,3
T23,T23-8,Size of Household,,,0,4,5
T23,T23-8,Size of Household,,,0,4,5
T23,T23-8,Size of Household,,,0,4,5
T23,T23-8,Size of Household,,,0,4,5
T23,T23-8,Size of Household,,,0,4,5
T23,T23-8,Size of Household,,,0,4,5
T23,T23-8,Size of Household,,,0,4,5
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,4,0
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,25
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,12
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,3
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,5
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
T23,T23-8,Size of Household,,,0,0,0
